_id,createdAt,segment,updatedAt,velocity
5eeadcc48543fc619f061491,2020-06-18T03:17:24.566Z,21262,2020-06-18T03:17:24.566Z,1
5eeadcc48543fc619f061493,2020-06-18T03:17:24.566Z,21263,2020-06-18T03:17:24.566Z,1
5eeadd788543fc619f06149b,2020-06-18T03:20:24.532Z,21263,2020-06-18T03:20:24.532Z,1
5eeade2c8543fc619f0614a8,2020-06-18T03:23:24.642Z,21262,2020-06-18T03:23:24.642Z,1
5eeade2c8543fc619f0614aa,2020-06-18T03:23:24.642Z,21263,2020-06-18T03:23:24.642Z,1
5eeadee08543fc619f0614b5,2020-06-18T03:26:24.539Z,21262,2020-06-18T03:26:24.539Z,1
5eeadee08543fc619f0614b7,2020-06-18T03:26:24.539Z,21263,2020-06-18T03:26:24.539Z,1
5eeae1b08543fc619f0614c1,2020-06-18T03:38:24.537Z,21262,2020-06-18T03:38:24.537Z,1
5eeae1b08543fc619f0614c3,2020-06-18T03:38:24.537Z,22686,2020-06-18T03:38:24.537Z,40
5eeae3cc8543fc619f0614cd,2020-06-18T03:47:24.546Z,21263,2020-06-18T03:47:24.546Z,1
5eeae3cc8543fc619f0614cf,2020-06-18T03:47:24.546Z,22685,2020-06-18T03:47:24.546Z,22
5eec27f18543fc619f0616ab,2020-06-19T02:50:25.019Z,21262,2020-06-19T02:50:25.019Z,1
5eec27f18543fc619f0616ad,2020-06-19T02:50:25.020Z,21263,2020-06-19T02:50:25.020Z,1
5eec28a48543fc619f0616c2,2020-06-19T02:53:24.993Z,21262,2020-06-19T02:53:24.993Z,1
5eec28a48543fc619f0616c4,2020-06-19T02:53:24.994Z,21263,2020-06-19T02:53:24.994Z,1
5eec29598543fc619f0616d2,2020-06-19T02:56:25.026Z,21263,2020-06-19T02:56:25.026Z,1.4
5eeefac28543fc619f061ad8,2020-06-21T06:14:26.086Z,63639,2020-06-21T06:14:26.086Z,3
5eeefb768543fc619f061add,2020-06-21T06:17:26.041Z,79989,2020-06-21T06:17:26.041Z,3
5eeeffae8543fc619f061ae7,2020-06-21T06:35:26.036Z,79981,2020-06-21T06:35:26.036Z,5
5eef4e6e8543fc619f061b5b,2020-06-21T12:11:26.214Z,56816,2020-06-21T12:11:26.214Z,5
5eef58fa8543fc619f061b70,2020-06-21T12:56:26.230Z,5826,2020-06-21T12:56:26.230Z,4
5eef58fa8543fc619f061b72,2020-06-21T12:56:26.230Z,5827,2020-06-21T12:56:26.230Z,15
5eef64ee8543fc619f061b87,2020-06-21T13:47:26.234Z,56812,2020-06-21T13:47:26.234Z,2
5eef65a28543fc619f061b8c,2020-06-21T13:50:26.236Z,56814,2020-06-21T13:50:26.236Z,5
5eef68728543fc619f061b94,2020-06-21T14:02:26.239Z,56812,2020-06-21T14:02:26.239Z,9
5eef6bf68543fc619f061b9d,2020-06-21T14:17:26.231Z,56816,2020-06-21T14:17:26.231Z,12
5eef6caa8543fc619f061ba2,2020-06-21T14:20:26.252Z,56812,2020-06-21T14:20:26.252Z,16
5eef6d5e8543fc619f061ba7,2020-06-21T14:23:26.263Z,56812,2020-06-21T14:23:26.263Z,16
5eef6e128543fc619f061bac,2020-06-21T14:26:26.241Z,56814,2020-06-21T14:26:26.241Z,3
5eef6ec68543fc619f061bb1,2020-06-21T14:29:26.258Z,56814,2020-06-21T14:29:26.258Z,3
5eef702e8543fc619f061bb7,2020-06-21T14:35:26.281Z,56812,2020-06-21T14:35:26.281Z,5
5eef70e28543fc619f061bbc,2020-06-21T14:38:26.246Z,56814,2020-06-21T14:38:26.246Z,5
5eef724a8543fc619f061bc2,2020-06-21T14:44:26.238Z,56816,2020-06-21T14:44:26.238Z,3
5eef789e8543fc619f061bcf,2020-06-21T15:11:26.268Z,56814,2020-06-21T15:11:26.268Z,6
5ef021734634182d16768a8e,2020-06-22T03:11:47.045Z,6687,2020-06-22T03:11:47.045Z,2
5ef059b34634182d16768ad1,2020-06-22T07:11:47.081Z,56816,2020-06-22T07:11:47.081Z,3
5ef05aa34634182d16768adb,2020-06-22T07:15:47.102Z,56814,2020-06-22T07:15:47.102Z,4
5ef05aa34634182d16768add,2020-06-22T07:15:47.103Z,56818,2020-06-22T07:15:47.103Z,4
5ef05b934634182d16768ae8,2020-06-22T07:19:47.098Z,58249,2020-06-22T07:19:47.098Z,3
5ef05d734634182d16768af7,2020-06-22T07:27:47.089Z,4824,2020-06-22T07:27:47.089Z,5
5ef05d734634182d16768af9,2020-06-22T07:27:47.093Z,56814,2020-06-22T07:27:47.093Z,16
5ef05d734634182d16768afb,2020-06-22T07:27:47.093Z,58249,2020-06-22T07:27:47.093Z,5
5ef05d734634182d16768afd,2020-06-22T07:27:47.093Z,63446,2020-06-22T07:27:47.093Z,25
5ef05e634634182d16768b0e,2020-06-22T07:31:47.104Z,58249,2020-06-22T07:31:47.104Z,14
5ef060434634182d16768b19,2020-06-22T07:39:47.099Z,56814,2020-06-22T07:39:47.099Z,19
5ef060434634182d16768b1b,2020-06-22T07:39:47.099Z,56818,2020-06-22T07:39:47.099Z,3
5ef1b8ad5a3e477ccd710a2f,2020-06-23T08:09:17.211Z,4824,2020-06-23T08:09:17.211Z,17
5ef1b8ad5a3e477ccd710a31,2020-06-23T08:09:17.212Z,36698,2020-06-23T08:09:17.212Z,18
5ef1b8ad5a3e477ccd710a33,2020-06-23T08:09:17.212Z,56814,2020-06-23T08:09:17.212Z,3
5ef1ba8d5a3e477ccd710a42,2020-06-23T08:17:17.184Z,56812,2020-06-23T08:17:17.184Z,50
5ef1bb7d5a3e477ccd710a4a,2020-06-23T08:21:17.194Z,56812,2020-06-23T08:21:17.194Z,60
5ef4731d5a3e477ccd710d37,2020-06-25T09:49:17.874Z,47485,2020-06-25T09:49:17.874Z,5
5ef568be5a3e477ccd710e44,2020-06-26T03:17:18.094Z,36710,2020-06-26T03:17:18.095Z,35
5ef6d1ae5a3e477ccd710fcc,2020-06-27T04:57:18.482Z,36760,2020-06-27T04:57:18.482Z,10
5ef829be5a3e477ccd711142,2020-06-28T05:25:18.905Z,20954,2020-06-28T05:25:18.905Z,100
5ef853ee5a3e477ccd711176,2020-06-28T08:25:18.960Z,77382,2020-06-28T08:25:18.960Z,5
5ef947af5a3e477ccd711286,2020-06-29T01:45:19.191Z,58240,2020-06-29T01:45:19.191Z,30
5efddf505a3e477ccd711775,2020-07-02T13:21:20.352Z,17324,2020-07-02T13:21:20.352Z,5
5efde0405a3e477ccd711780,2020-07-02T13:25:20.337Z,17324,2020-07-02T13:25:20.338Z,5
5efde0405a3e477ccd711782,2020-07-02T13:25:20.338Z,17350,2020-07-02T13:25:20.338Z,5
5efe90805a3e477ccd711856,2020-07-03T01:57:20.528Z,17324,2020-07-03T01:57:20.528Z,5
5efe90805a3e477ccd711858,2020-07-03T01:57:20.528Z,22685,2020-07-03T01:57:20.528Z,1
5efe90805a3e477ccd71185a,2020-07-03T01:57:20.528Z,58240,2020-07-03T01:57:20.528Z,5
5eff3ee05a3e477ccd711922,2020-07-03T14:21:20.688Z,6687,2020-07-03T14:21:20.688Z,2
5eff41b05a3e477ccd71192c,2020-07-03T14:33:20.676Z,6687,2020-07-03T14:33:20.676Z,5
5eff43905a3e477ccd711935,2020-07-03T14:41:20.683Z,6687,2020-07-03T14:41:20.683Z,5
5eff45705a3e477ccd711940,2020-07-03T14:49:20.678Z,6687,2020-07-03T14:49:20.678Z,4
5eff46605a3e477ccd711948,2020-07-03T14:53:20.688Z,6687,2020-07-03T14:53:20.688Z,4
5eff47505a3e477ccd711950,2020-07-03T14:57:20.696Z,24845,2020-07-03T14:57:20.696Z,20
5eff49305a3e477ccd711959,2020-07-03T15:05:20.682Z,33923,2020-07-03T15:05:20.682Z,10
5f003b105a3e477ccd711a6d,2020-07-04T08:17:20.898Z,33824,2020-07-04T08:17:20.898Z,5
5f003c005a3e477ccd711a75,2020-07-04T08:21:20.903Z,33824,2020-07-04T08:21:20.903Z,5
5f003cf05a3e477ccd711a7f,2020-07-04T08:25:20.933Z,33824,2020-07-04T08:25:20.933Z,6.666666666666667
5f003de05a3e477ccd711a90,2020-07-04T08:29:20.924Z,33824,2020-07-04T08:29:20.924Z,12
5f003fc05a3e477ccd711a99,2020-07-04T08:37:20.893Z,33824,2020-07-04T08:37:20.893Z,15
5f0040b05a3e477ccd711aa7,2020-07-04T08:41:20.891Z,56816,2020-07-04T08:41:20.891Z,13.714285714285714
5f0042905a3e477ccd711ab7,2020-07-04T08:49:20.890Z,56816,2020-07-04T08:49:20.890Z,12
5f0043805a3e477ccd711acf,2020-07-04T08:53:20.913Z,56816,2020-07-04T08:53:20.913Z,12
5f0044705a3e477ccd711ae7,2020-07-04T08:57:20.905Z,56816,2020-07-04T08:57:20.905Z,12
5f0045605a3e477ccd711afb,2020-07-04T09:01:20.916Z,56816,2020-07-04T09:01:20.916Z,12
5f0046505a3e477ccd711b06,2020-07-04T09:05:20.855Z,56816,2020-07-04T09:05:20.855Z,12
5f0047405a3e477ccd711b13,2020-07-04T09:09:20.862Z,56816,2020-07-04T09:09:20.862Z,12
5f0048305a3e477ccd711b1e,2020-07-04T09:13:20.858Z,56816,2020-07-04T09:13:20.858Z,12
5f004b005a3e477ccd711b2e,2020-07-04T09:25:20.853Z,56816,2020-07-04T09:25:20.853Z,12
5f004bf05a3e477ccd711b3f,2020-07-04T09:29:20.871Z,56816,2020-07-04T09:29:20.871Z,12
5f004ce05a3e477ccd711b4d,2020-07-04T09:33:20.864Z,56816,2020-07-04T09:33:20.864Z,12
5f004dd05a3e477ccd711b59,2020-07-04T09:37:20.864Z,56816,2020-07-04T09:37:20.864Z,12
5f004ec05a3e477ccd711b64,2020-07-04T09:41:20.874Z,56816,2020-07-04T09:41:20.874Z,12
5f0051905a3e477ccd711b73,2020-07-04T09:53:20.859Z,56816,2020-07-04T09:53:20.860Z,12
5f0052805a3e477ccd711b7d,2020-07-04T09:57:20.863Z,56816,2020-07-04T09:57:20.863Z,12
5f0054605a3e477ccd711b8e,2020-07-04T10:05:20.866Z,56816,2020-07-04T10:05:20.866Z,12
5f0055505a3e477ccd711b9b,2020-07-04T10:09:20.874Z,56816,2020-07-04T10:09:20.874Z,24
5f0056405a3e477ccd711ba5,2020-07-04T10:13:20.870Z,56816,2020-07-04T10:13:20.870Z,36
5f0057305a3e477ccd711bae,2020-07-04T10:17:20.870Z,56816,2020-07-04T10:17:20.870Z,36
5f0058205a3e477ccd711bb7,2020-07-04T10:21:20.873Z,56816,2020-07-04T10:21:20.873Z,36
5f0059105a3e477ccd711bc0,2020-07-04T10:25:20.885Z,56816,2020-07-04T10:25:20.885Z,36
5f008bb05a3e477ccd711c01,2020-07-04T14:01:20.923Z,56816,2020-07-04T14:01:20.923Z,13
5f008ca05a3e477ccd711c0a,2020-07-04T14:05:20.930Z,56816,2020-07-04T14:05:20.930Z,13
5f008d905a3e477ccd711c13,2020-07-04T14:09:20.940Z,56816,2020-07-04T14:09:20.940Z,13
5f008e805a3e477ccd711c1d,2020-07-04T14:13:20.933Z,56816,2020-07-04T14:13:20.933Z,30
5f008f705a3e477ccd711c25,2020-07-04T14:17:20.979Z,56816,2020-07-04T14:17:20.979Z,30
5f0090605a3e477ccd711c30,2020-07-04T14:21:20.942Z,56816,2020-07-04T14:21:20.942Z,30
5f0092405a3e477ccd711c3c,2020-07-04T14:29:20.937Z,56816,2020-07-04T14:29:20.937Z,30
5f0093305a3e477ccd711c46,2020-07-04T14:33:20.953Z,56816,2020-07-04T14:33:20.953Z,26.666666666666668
5f0095105a3e477ccd711c51,2020-07-04T14:41:20.943Z,56816,2020-07-04T14:41:20.943Z,25
5f0096005a3e477ccd711c59,2020-07-04T14:45:20.950Z,56816,2020-07-04T14:45:20.950Z,25
5f0096f05a3e477ccd711c61,2020-07-04T14:49:20.951Z,56816,2020-07-04T14:49:20.951Z,25
5f0097e05a3e477ccd711c69,2020-07-04T14:53:20.956Z,56816,2020-07-04T14:53:20.956Z,25
5f0099c05a3e477ccd711c76,2020-07-04T15:01:20.946Z,56816,2020-07-04T15:01:20.946Z,35
5f009ab05a3e477ccd711c7e,2020-07-04T15:05:20.957Z,56816,2020-07-04T15:05:20.957Z,35
5f009ba05a3e477ccd711c88,2020-07-04T15:09:20.955Z,56816,2020-07-04T15:09:20.955Z,35
5f009e705a3e477ccd711c93,2020-07-04T15:21:20.950Z,56816,2020-07-04T15:21:20.950Z,35
5f009f605a3e477ccd711c9e,2020-07-04T15:25:20.970Z,56816,2020-07-04T15:25:20.970Z,33.75
5f00a0505a3e477ccd711caa,2020-07-04T15:29:20.961Z,56816,2020-07-04T15:29:20.961Z,30
5f00a1405a3e477ccd711cb6,2020-07-04T15:33:20.964Z,56816,2020-07-04T15:33:20.964Z,30
5f00a2305a3e477ccd711cbe,2020-07-04T15:37:20.964Z,56816,2020-07-04T15:37:20.964Z,30
5f027ab15a3e477ccd711ebd,2020-07-06T01:13:21.452Z,58241,2020-07-06T01:13:21.452Z,50
5f027ba15a3e477ccd711ec5,2020-07-06T01:17:21.520Z,15412,2020-07-06T01:17:21.520Z,28
5f0955b35a3e477ccd71261b,2020-07-11T06:01:23.220Z,56816,2020-07-11T06:01:23.221Z,30
5f0956a35a3e477ccd712626,2020-07-11T06:05:23.218Z,56816,2020-07-11T06:05:23.218Z,40
5f0957935a3e477ccd71262f,2020-07-11T06:09:23.215Z,56816,2020-07-11T06:09:23.215Z,10
5f0959735a3e477ccd712639,2020-07-11T06:17:23.210Z,56816,2020-07-11T06:17:23.210Z,10
5f0977735a3e477ccd712660,2020-07-11T08:25:23.239Z,56816,2020-07-11T08:25:23.239Z,15
5f0978635a3e477ccd712668,2020-07-11T08:29:23.257Z,56816,2020-07-11T08:29:23.258Z,20
5f097b335a3e477ccd712672,2020-07-11T08:41:23.248Z,56816,2020-07-11T08:41:23.248Z,30
5f097e035a3e477ccd71267c,2020-07-11T08:53:23.249Z,56816,2020-07-11T08:53:23.249Z,50
5f097fe35a3e477ccd712686,2020-07-11T09:01:23.254Z,56816,2020-07-11T09:01:23.254Z,35
5f0986735a3e477ccd712695,2020-07-11T09:29:23.258Z,56816,2020-07-11T09:29:23.259Z,20
5f0987635a3e477ccd71269d,2020-07-11T09:33:23.263Z,56816,2020-07-11T09:33:23.263Z,20
5f0989435a3e477ccd7126a8,2020-07-11T09:41:23.260Z,56816,2020-07-11T09:41:23.260Z,20
5f098a335a3e477ccd7126b0,2020-07-11T09:45:23.282Z,56816,2020-07-11T09:45:23.282Z,20
5f0a1b835a3e477ccd712752,2020-07-11T20:05:23.422Z,6054,2020-07-11T20:05:23.422Z,5
5f0ad2535a3e477ccd71281c,2020-07-12T09:05:23.599Z,58234,2020-07-12T09:05:23.599Z,5
5f0bbf835a3e477ccd712920,2020-07-13T01:57:23.868Z,58224,2020-07-13T01:57:23.868Z,14
5f0bc0735a3e477ccd712929,2020-07-13T02:01:23.836Z,47409,2020-07-13T02:01:23.836Z,1
5f0f03c45a3e477ccd712cad,2020-07-15T13:25:24.683Z,56814,2020-07-15T13:25:24.683Z,11
5f0f03c45a3e477ccd712caf,2020-07-15T13:25:24.683Z,56818,2020-07-15T13:25:24.683Z,20
5f14fdc65a3e477ccd71331d,2020-07-20T02:13:26.231Z,47409,2020-07-20T02:13:26.231Z,1
5f14feb65a3e477ccd71333c,2020-07-20T02:17:26.238Z,47409,2020-07-20T02:17:26.238Z,1
5f14ffa65a3e477ccd71335b,2020-07-20T02:21:26.240Z,47409,2020-07-20T02:21:26.240Z,1
5f1500965a3e477ccd71337a,2020-07-20T02:25:26.259Z,47409,2020-07-20T02:25:26.259Z,1
5f1501865a3e477ccd713394,2020-07-20T02:29:26.247Z,47409,2020-07-20T02:29:26.247Z,1
5f1504565a3e477ccd71339e,2020-07-20T02:41:26.227Z,47409,2020-07-20T02:41:26.227Z,1
5f1baf875a3e477ccd713ac2,2020-07-25T04:05:27.886Z,17318,2020-07-25T04:05:27.886Z,5
5f1bb4375a3e477ccd713ad0,2020-07-25T04:25:27.888Z,17546,2020-07-25T04:25:27.888Z,5
5f1bb4375a3e477ccd713ad2,2020-07-25T04:25:27.889Z,52214,2020-07-25T04:25:27.889Z,5
5f1bb5275a3e477ccd713adf,2020-07-25T04:29:27.888Z,45934,2020-07-25T04:29:27.888Z,5
5f1bb5275a3e477ccd713ae1,2020-07-25T04:29:27.888Z,69415,2020-07-25T04:29:27.888Z,5
5f1bb6175a3e477ccd713aee,2020-07-25T04:33:27.890Z,17328,2020-07-25T04:33:27.890Z,5
5f1bb6175a3e477ccd713af0,2020-07-25T04:33:27.891Z,69415,2020-07-25T04:33:27.891Z,5
5f1bd8c75a3e477ccd713b1f,2020-07-25T07:01:27.906Z,41871,2020-07-25T07:01:27.906Z,5
5f20ea495a3e477ccd714095,2020-07-29T03:17:29.252Z,21263,2020-07-29T03:17:29.252Z,1
5f20eb395a3e477ccd7140a0,2020-07-29T03:21:29.257Z,21263,2020-07-29T03:21:29.258Z,1
5f2240d52ce1ca5de1da8d98,2020-07-30T03:39:01.739Z,62607,2020-07-30T03:39:01.739Z,1.3076923076923077
5f2241c52ce1ca5de1da8dac,2020-07-30T03:43:01.735Z,62607,2020-07-30T03:43:01.735Z,1
5f2242b52ce1ca5de1da8dbd,2020-07-30T03:47:01.730Z,62607,2020-07-30T03:47:01.730Z,1.7
5f23ff162ce1ca5de1da8fa0,2020-07-31T11:23:02.167Z,50413,2020-07-31T11:23:02.167Z,30
5f23ff162ce1ca5de1da8fa2,2020-07-31T11:23:02.168Z,83729,2020-07-31T11:23:02.168Z,10
5f2400f62ce1ca5de1da8fae,2020-07-31T11:31:02.162Z,83727,2020-07-31T11:31:02.162Z,4
5f241a462ce1ca5de1da8fd0,2020-07-31T13:19:02.189Z,33642,2020-07-31T13:19:02.189Z,5
5f241b362ce1ca5de1da8fd8,2020-07-31T13:23:02.198Z,65617,2020-07-31T13:23:02.198Z,5
5f241d162ce1ca5de1da8fe1,2020-07-31T13:31:02.195Z,82049,2020-07-31T13:31:02.195Z,5
5f241fe62ce1ca5de1da8feb,2020-07-31T13:43:02.205Z,21796,2020-07-31T13:43:02.205Z,10
5f2459162ce1ca5de1da9031,2020-07-31T17:47:02.254Z,33649,2020-07-31T17:47:02.254Z,10
5f2459162ce1ca5de1da9033,2020-07-31T17:47:02.254Z,40708,2020-07-31T17:47:02.254Z,5
5f245af62ce1ca5de1da9041,2020-07-31T17:55:02.338Z,4241,2020-07-31T17:55:02.338Z,20
5f245af62ce1ca5de1da9043,2020-07-31T17:55:02.338Z,40453,2020-07-31T17:55:02.338Z,5
5f2581562ce1ca5de1da9187,2020-08-01T14:51:02.547Z,83729,2020-08-01T14:51:02.547Z,2
5f258c962ce1ca5de1da919a,2020-08-01T15:39:02.547Z,83729,2020-08-01T15:39:02.547Z,8
5f2590562ce1ca5de1da91a7,2020-08-01T15:55:02.556Z,83727,2020-08-01T15:55:02.556Z,7
5f2590562ce1ca5de1da91a9,2020-08-01T15:55:02.556Z,83729,2020-08-01T15:55:02.556Z,29
5f25a0462ce1ca5de1da91c4,2020-08-01T17:03:02.568Z,80008,2020-08-01T17:03:02.568Z,10
5f2640962ce1ca5de1da9277,2020-08-02T04:27:02.753Z,36662,2020-08-02T04:27:02.753Z,2
5f2641862ce1ca5de1da9283,2020-08-02T04:31:02.760Z,36661,2020-08-02T04:31:02.760Z,27
5f2641862ce1ca5de1da9285,2020-08-02T04:31:02.760Z,36662,2020-08-02T04:31:02.760Z,5.333333333333333
5f264bd62ce1ca5de1da92af,2020-08-02T05:15:02.767Z,185,2020-08-02T05:15:02.767Z,27
5f264bd62ce1ca5de1da92b1,2020-08-02T05:15:02.767Z,63498,2020-08-02T05:15:02.767Z,39
5f264bd62ce1ca5de1da92b3,2020-08-02T05:15:02.768Z,63500,2020-08-02T05:15:02.768Z,43
5f264bd62ce1ca5de1da92b5,2020-08-02T05:15:02.768Z,82142,2020-08-02T05:15:02.768Z,3.1
5f264bd62ce1ca5de1da92b7,2020-08-02T05:15:02.768Z,82144,2020-08-02T05:15:02.768Z,7
5f264bd62ce1ca5de1da92b9,2020-08-02T05:15:02.768Z,82150,2020-08-02T05:15:02.768Z,5
5f264bd62ce1ca5de1da92bb,2020-08-02T05:15:02.768Z,82154,2020-08-02T05:15:02.768Z,14
5f264cc62ce1ca5de1da92f3,2020-08-02T05:19:02.851Z,36698,2020-08-02T05:19:02.851Z,45
5f264cc62ce1ca5de1da92f5,2020-08-02T05:19:02.852Z,36702,2020-08-02T05:19:02.852Z,42
5f264cc62ce1ca5de1da92f7,2020-08-02T05:19:02.852Z,58228,2020-08-02T05:19:02.852Z,37
5f264cc62ce1ca5de1da92f9,2020-08-02T05:19:02.852Z,58229,2020-08-02T05:19:02.852Z,31
5f264cc62ce1ca5de1da92fb,2020-08-02T05:19:02.852Z,58233,2020-08-02T05:19:02.852Z,31
5f264cc62ce1ca5de1da92fd,2020-08-02T05:19:02.852Z,58234,2020-08-02T05:19:02.852Z,32
5f264cc62ce1ca5de1da92ff,2020-08-02T05:19:02.853Z,58235,2020-08-02T05:19:02.853Z,36
5f264cc62ce1ca5de1da9301,2020-08-02T05:19:02.853Z,58240,2020-08-02T05:19:02.853Z,49
5f264cc62ce1ca5de1da9303,2020-08-02T05:19:02.853Z,58243,2020-08-02T05:19:02.853Z,55
5f264cc62ce1ca5de1da9305,2020-08-02T05:19:02.853Z,58530,2020-08-02T05:19:02.853Z,28
5f264cc62ce1ca5de1da9307,2020-08-02T05:19:02.853Z,63446,2020-08-02T05:19:02.853Z,37
5f264cc62ce1ca5de1da9309,2020-08-02T05:19:02.853Z,63448,2020-08-02T05:19:02.853Z,39
5f264cc62ce1ca5de1da930b,2020-08-02T05:19:02.854Z,63449,2020-08-02T05:19:02.854Z,39
5f264cc62ce1ca5de1da930d,2020-08-02T05:19:02.854Z,63451,2020-08-02T05:19:02.854Z,35
5f264cc62ce1ca5de1da930f,2020-08-02T05:19:02.854Z,63453,2020-08-02T05:19:02.854Z,36
5f264cc62ce1ca5de1da9311,2020-08-02T05:19:02.854Z,63458,2020-08-02T05:19:02.854Z,32
5f264db62ce1ca5de1da934b,2020-08-02T05:23:02.801Z,63369,2020-08-02T05:23:02.801Z,17
5f264db62ce1ca5de1da934d,2020-08-02T05:23:02.801Z,63370,2020-08-02T05:23:02.801Z,2.75
5f264f962ce1ca5de1da9359,2020-08-02T05:31:02.755Z,63367,2020-08-02T05:31:02.755Z,9
5f2653562ce1ca5de1da9364,2020-08-02T05:47:02.753Z,17308,2020-08-02T05:47:02.753Z,9
5f2654462ce1ca5de1da936c,2020-08-02T05:51:02.761Z,17328,2020-08-02T05:51:02.761Z,5
5f2655362ce1ca5de1da9378,2020-08-02T05:55:02.774Z,17324,2020-08-02T05:55:02.774Z,5
5f2655362ce1ca5de1da937a,2020-08-02T05:55:02.774Z,17328,2020-08-02T05:55:02.774Z,4.666666666666667
5f2656262ce1ca5de1da9385,2020-08-02T05:59:02.765Z,17324,2020-08-02T05:59:02.765Z,5
5f2657162ce1ca5de1da9390,2020-08-02T06:03:02.767Z,17324,2020-08-02T06:03:02.767Z,5
5f2657162ce1ca5de1da9392,2020-08-02T06:03:02.767Z,17328,2020-08-02T06:03:02.767Z,5
5f269e562ce1ca5de1da93e8,2020-08-02T11:07:02.852Z,17332,2020-08-02T11:07:02.852Z,5
5f26a0362ce1ca5de1da93f3,2020-08-02T11:15:02.858Z,17332,2020-08-02T11:15:02.858Z,10
5f26a0362ce1ca5de1da93f5,2020-08-02T11:15:02.858Z,64980,2020-08-02T11:15:02.858Z,5
5f26a1262ce1ca5de1da9400,2020-08-02T11:19:02.862Z,17332,2020-08-02T11:19:02.862Z,5
5f26a3f62ce1ca5de1da940a,2020-08-02T11:31:02.856Z,17332,2020-08-02T11:31:02.856Z,10
5f26a4e62ce1ca5de1da9412,2020-08-02T11:35:02.864Z,64982,2020-08-02T11:35:02.864Z,5
5f26c0162ce1ca5de1da9438,2020-08-02T13:31:02.898Z,17332,2020-08-02T13:31:02.898Z,10
5f26c0162ce1ca5de1da943a,2020-08-02T13:31:02.898Z,64978,2020-08-02T13:31:02.898Z,5
5f26fdf62ce1ca5de1da9488,2020-08-02T17:55:02.959Z,4139,2020-08-02T17:55:02.960Z,11
5f26fdf62ce1ca5de1da948a,2020-08-02T17:55:02.960Z,64982,2020-08-02T17:55:02.960Z,5
5f2700c62ce1ca5de1da9499,2020-08-02T18:07:02.956Z,4139,2020-08-02T18:07:02.956Z,10
5f2700c62ce1ca5de1da949b,2020-08-02T18:07:02.956Z,64982,2020-08-02T18:07:02.956Z,5
5f2752572ce1ca5de1da94fc,2020-08-02T23:55:03.043Z,6687,2020-08-02T23:55:03.043Z,2
5f2752bb2ce1ca5de1da9cd3,2020-08-02T23:56:44.869Z,33,2020-08-02T23:56:44.869Z,34
